,name,time_elapsed,total_iteration,a_star_executions,total_cost,path_length,heuristic,map,diagonal_movement,num_security_guards,smart_path_finding
306,08062022_Testmap_weighted_50_no_diagonal_Euclidean_6,0.73,152,36,1235,153,Euclidean,Testmap_weighted_50,False,10,True
307,08062022_Testmap_weighted_50_no_diagonal_Euclidean_7,0.46,96,16,1003,97,Euclidean,Testmap_weighted_50,False,10,True
308,08062022_Testmap_weighted_50_no_diagonal_Euclidean_8,0.47,114,14,872,115,Euclidean,Testmap_weighted_50,False,10,True
309,08062022_Testmap_weighted_50_no_diagonal_Euclidean_9,0.48,112,13,3846,113,Euclidean,Testmap_weighted_50,False,10,True
310,08062022_Testmap_weighted_50_no_diagonal_Chebyshev_0,0.69,156,40,1384,157,Chebyshev,Testmap_weighted_50,False,10,True
311,08062022_Testmap_weighted_50_no_diagonal_Chebyshev_1,0.48,114,4,850,115,Chebyshev,Testmap_weighted_50,False,10,True
312,08062022_Testmap_weighted_50_no_diagonal_Chebyshev_2,0.55,112,38,4032,113,Chebyshev,Testmap_weighted_50,False,10,True
313,08062022_Testmap_weighted_50_no_diagonal_Chebyshev_3,0.85,154,53,14166,155,Chebyshev,Testmap_weighted_50,False,10,True
314,08062022_Testmap_weighted_50_no_diagonal_Chebyshev_4,0.5,112,26,966,113,Chebyshev,Testmap_weighted_50,False,10,True
315,08062022_Testmap_weighted_50_no_diagonal_Chebyshev_5,0.49,104,20,896,105,Chebyshev,Testmap_weighted_50,False,10,True
316,08062022_Testmap_weighted_50_no_diagonal_Chebyshev_6,0.43,102,7,3756,103,Chebyshev,Testmap_weighted_50,False,10,True
317,08062022_Testmap_weighted_50_no_diagonal_Chebyshev_7,0.47,116,11,1032,117,Chebyshev,Testmap_weighted_50,False,10,True
318,08062022_Testmap_weighted_50_no_diagonal_Chebyshev_8,0.46,108,19,830,109,Chebyshev,Testmap_weighted_50,False,10,True
319,08062022_Testmap_weighted_50_no_diagonal_Chebyshev_9,0.61,136,17,4096,137,Chebyshev,Testmap_weighted_50,False,10,True
320,08062022_Testmap_weighted_100_diagonal_None_0,0.17,23,1,3100,24,None,Testmap_weighted_100,True,10,True
321,08062022_Testmap_weighted_100_diagonal_None_1,1.94,211,19,1646,212,None,Testmap_weighted_100,True,10,True
322,08062022_Testmap_weighted_100_diagonal_None_2,0.21,23,1,3100,24,None,Testmap_weighted_100,True,10,True
323,08062022_Testmap_weighted_100_diagonal_None_3,1.54,207,1,1628,208,None,Testmap_weighted_100,True,10,True
324,08062022_Testmap_weighted_100_diagonal_None_4,1.82,207,11,1628,208,None,Testmap_weighted_100,True,10,True
325,08062022_Testmap_weighted_100_diagonal_None_5,0.15,23,3,3100,24,None,Testmap_weighted_100,True,10,True
326,08062022_Testmap_weighted_100_diagonal_None_6,1.78,207,16,1695,208,None,Testmap_weighted_100,True,10,True
327,08062022_Testmap_weighted_100_diagonal_None_7,1.66,207,3,1628,208,None,Testmap_weighted_100,True,10,True
328,08062022_Testmap_weighted_100_diagonal_None_8,0.21,23,1,3100,24,None,Testmap_weighted_100,True,10,True
329,08062022_Testmap_weighted_100_diagonal_None_9,0.19,27,7,3116,28,None,Testmap_weighted_100,True,10,True
330,08062022_Testmap_weighted_100_diagonal_Manhattan_0,1.78,201,8,1679,202,Manhattan,Testmap_weighted_100,True,10,True
331,08062022_Testmap_weighted_100_diagonal_Manhattan_1,2.24,208,17,1637,209,Manhattan,Testmap_weighted_100,True,10,True
332,08062022_Testmap_weighted_100_diagonal_Manhattan_2,0.23,26,5,9153,27,Manhattan,Testmap_weighted_100,True,10,True
333,08062022_Testmap_weighted_100_diagonal_Manhattan_3,1.58,213,1,1682,214,Manhattan,Testmap_weighted_100,True,10,True
334,08062022_Testmap_weighted_100_diagonal_Manhattan_4,2.03,238,20,1800,239,Manhattan,Testmap_weighted_100,True,10,True
335,08062022_Testmap_weighted_100_diagonal_Manhattan_5,0.15,23,5,3124,24,Manhattan,Testmap_weighted_100,True,10,True
336,08062022_Testmap_weighted_100_diagonal_Manhattan_6,1.58,207,1,1628,208,Manhattan,Testmap_weighted_100,True,10,True
337,08062022_Testmap_weighted_100_diagonal_Manhattan_7,0.21,23,5,3120,24,Manhattan,Testmap_weighted_100,True,10,True
338,08062022_Testmap_weighted_100_diagonal_Manhattan_8,1.61,217,3,1786,218,Manhattan,Testmap_weighted_100,True,10,True
339,08062022_Testmap_weighted_100_diagonal_Manhattan_9,2.26,236,20,1755,237,Manhattan,Testmap_weighted_100,True,10,True
340,08062022_Testmap_weighted_100_diagonal_Euclidean_0,1.63,208,11,1684,209,Euclidean,Testmap_weighted_100,True,10,True
341,08062022_Testmap_weighted_100_diagonal_Euclidean_1,1.94,215,26,1812,216,Euclidean,Testmap_weighted_100,True,10,True
342,08062022_Testmap_weighted_100_diagonal_Euclidean_2,0.15,23,1,3100,24,Euclidean,Testmap_weighted_100,True,10,True
343,08062022_Testmap_weighted_100_diagonal_Euclidean_3,1.69,159,18,3778,160,Euclidean,Testmap_weighted_100,True,10,True
344,08062022_Testmap_weighted_100_diagonal_Euclidean_4,2.31,213,27,1746,214,Euclidean,Testmap_weighted_100,True,10,True
345,08062022_Testmap_weighted_100_diagonal_Euclidean_5,0.24,27,13,3116,28,Euclidean,Testmap_weighted_100,True,10,True
346,08062022_Testmap_weighted_100_diagonal_Euclidean_6,2.27,214,23,1695,215,Euclidean,Testmap_weighted_100,True,10,True
347,08062022_Testmap_weighted_100_diagonal_Euclidean_7,1.58,207,1,1632,208,Euclidean,Testmap_weighted_100,True,10,True
348,08062022_Testmap_weighted_100_diagonal_Euclidean_8,2.07,221,14,1722,222,Euclidean,Testmap_weighted_100,True,10,True
349,08062022_Testmap_weighted_100_diagonal_Euclidean_9,2.07,222,14,1731,223,Euclidean,Testmap_weighted_100,True,10,True
350,08062022_Testmap_weighted_100_diagonal_Chebyshev_0,1.83,207,7,1628,208,Chebyshev,Testmap_weighted_100,True,10,True
351,08062022_Testmap_weighted_100_diagonal_Chebyshev_1,0.21,23,1,3100,24,Chebyshev,Testmap_weighted_100,True,10,True
352,08062022_Testmap_weighted_100_diagonal_Chebyshev_2,1.9,208,21,1711,209,Chebyshev,Testmap_weighted_100,True,10,True
353,08062022_Testmap_weighted_100_diagonal_Chebyshev_3,0.21,23,1,3100,24,Chebyshev,Testmap_weighted_100,True,10,True
354,08062022_Testmap_weighted_100_diagonal_Chebyshev_4,1.59,211,13,1666,212,Chebyshev,Testmap_weighted_100,True,10,True
355,08062022_Testmap_weighted_100_diagonal_Chebyshev_5,1.92,207,8,1628,208,Chebyshev,Testmap_weighted_100,True,10,True
356,08062022_Testmap_weighted_100_diagonal_Chebyshev_6,2.57,216,23,1767,217,Chebyshev,Testmap_weighted_100,True,10,True
357,08062022_Testmap_weighted_100_diagonal_Chebyshev_7,1.93,207,11,1628,208,Chebyshev,Testmap_weighted_100,True,10,True
358,08062022_Testmap_weighted_100_diagonal_Chebyshev_8,0.2,23,5,3108,24,Chebyshev,Testmap_weighted_100,True,10,True
359,08062022_Testmap_weighted_100_diagonal_Chebyshev_9,1.81,213,11,1714,214,Chebyshev,Testmap_weighted_100,True,10,True
360,08062022_Testmap_weighted_100_no_diagonal_None_0,0.79,54,20,6228,55,None,Testmap_weighted_100,False,10,True
361,08062022_Testmap_weighted_100_no_diagonal_None_1,1.95,262,5,2195,263,None,Testmap_weighted_100,False,10,True
362,08062022_Testmap_weighted_100_no_diagonal_None_2,0.25,36,1,3153,37,None,Testmap_weighted_100,False,10,True
363,08062022_Testmap_weighted_100_no_diagonal_None_3,2.45,278,14,2276,279,None,Testmap_weighted_100,False,10,True
364,08062022_Testmap_weighted_100_no_diagonal_None_4,2.26,258,18,2193,259,None,Testmap_weighted_100,False,10,True
365,08062022_Testmap_weighted_100_no_diagonal_None_5,2.61,278,22,2482,279,None,Testmap_weighted_100,False,10,True
366,08062022_Testmap_weighted_100_no_diagonal_None_6,2.27,266,16,2211,267,None,Testmap_weighted_100,False,10,True
367,08062022_Testmap_weighted_100_no_diagonal_None_7,2.06,260,5,2155,261,None,Testmap_weighted_100,False,10,True
368,08062022_Testmap_weighted_100_no_diagonal_None_8,2.67,258,28,2205,259,None,Testmap_weighted_100,False,10,True
369,08062022_Testmap_weighted_100_no_diagonal_None_9,2.67,318,21,2451,319,None,Testmap_weighted_100,False,10,True
370,08062022_Testmap_weighted_100_no_diagonal_Manhattan_0,1.95,262,1,2197,263,Manhattan,Testmap_weighted_100,False,10,True
371,08062022_Testmap_weighted_100_no_diagonal_Manhattan_1,2.17,272,8,2176,273,Manhattan,Testmap_weighted_100,False,10,True
372,08062022_Testmap_weighted_100_no_diagonal_Manhattan_2,0.33,36,1,3153,37,Manhattan,Testmap_weighted_100,False,10,True
373,08062022_Testmap_weighted_100_no_diagonal_Manhattan_3,2.55,258,12,2303,259,Manhattan,Testmap_weighted_100,False,10,True
374,08062022_Testmap_weighted_100_no_diagonal_Manhattan_4,2.89,264,20,2171,265,Manhattan,Testmap_weighted_100,False,10,True
375,08062022_Testmap_weighted_100_no_diagonal_Manhattan_5,2.05,268,13,2332,269,Manhattan,Testmap_weighted_100,False,10,True
376,08062022_Testmap_weighted_100_no_diagonal_Manhattan_6,3.22,324,46,2551,325,Manhattan,Testmap_weighted_100,False,10,True
377,08062022_Testmap_weighted_100_no_diagonal_Manhattan_7,0.55,52,11,3243,53,Manhattan,Testmap_weighted_100,False,10,True
378,08062022_Testmap_weighted_100_no_diagonal_Manhattan_8,2.13,270,1,2267,271,Manhattan,Testmap_weighted_100,False,10,True
379,08062022_Testmap_weighted_100_no_diagonal_Manhattan_9,2.25,252,9,2194,253,Manhattan,Testmap_weighted_100,False,10,True
380,08062022_Testmap_weighted_100_no_diagonal_Euclidean_0,3.04,286,31,2508,287,Euclidean,Testmap_weighted_100,False,10,True
381,08062022_Testmap_weighted_100_no_diagonal_Euclidean_1,0.24,36,1,3153,37,Euclidean,Testmap_weighted_100,False,10,True
382,08062022_Testmap_weighted_100_no_diagonal_Euclidean_2,2.66,266,18,2496,267,Euclidean,Testmap_weighted_100,False,10,True
383,08062022_Testmap_weighted_100_no_diagonal_Euclidean_3,2.04,260,10,2155,261,Euclidean,Testmap_weighted_100,False,10,True
384,08062022_Testmap_weighted_100_no_diagonal_Euclidean_4,2.07,258,7,2141,259,Euclidean,Testmap_weighted_100,False,10,True
385,08062022_Testmap_weighted_100_no_diagonal_Euclidean_5,1.92,258,7,2221,259,Euclidean,Testmap_weighted_100,False,10,True
386,08062022_Testmap_weighted_100_no_diagonal_Euclidean_6,2.5,280,15,2436,281,Euclidean,Testmap_weighted_100,False,10,True
387,08062022_Testmap_weighted_100_no_diagonal_Euclidean_7,0.23,36,1,3153,37,Euclidean,Testmap_weighted_100,False,10,True
388,08062022_Testmap_weighted_100_no_diagonal_Euclidean_8,2.71,264,27,2211,265,Euclidean,Testmap_weighted_100,False,10,True
389,08062022_Testmap_weighted_100_no_diagonal_Euclidean_9,2.53,266,21,2465,267,Euclidean,Testmap_weighted_100,False,10,True
390,08062022_Testmap_weighted_100_no_diagonal_Chebyshev_0,0.23,36,1,3153,37,Chebyshev,Testmap_weighted_100,False,10,True
391,08062022_Testmap_weighted_100_no_diagonal_Chebyshev_1,2.41,276,14,2242,277,Chebyshev,Testmap_weighted_100,False,10,True
392,08062022_Testmap_weighted_100_no_diagonal_Chebyshev_2,1.92,262,3,2187,263,Chebyshev,Testmap_weighted_100,False,10,True
393,08062022_Testmap_weighted_100_no_diagonal_Chebyshev_3,1.87,258,2,2189,259,Chebyshev,Testmap_weighted_100,False,10,True
394,08062022_Testmap_weighted_100_no_diagonal_Chebyshev_4,2.66,274,24,2466,275,Chebyshev,Testmap_weighted_100,False,10,True
395,08062022_Testmap_weighted_100_no_diagonal_Chebyshev_5,1.97,254,10,2228,255,Chebyshev,Testmap_weighted_100,False,10,True
396,08062022_Testmap_weighted_100_no_diagonal_Chebyshev_6,2.61,258,20,2189,259,Chebyshev,Testmap_weighted_100,False,10,True
397,08062022_Testmap_weighted_100_no_diagonal_Chebyshev_7,2.49,266,20,2227,267,Chebyshev,Testmap_weighted_100,False,10,True
398,08062022_Testmap_weighted_100_no_diagonal_Chebyshev_8,1.88,252,1,2196,253,Chebyshev,Testmap_weighted_100,False,10,True
399,08062022_Testmap_weighted_100_no_diagonal_Chebyshev_9,2.21,258,10,2141,259,Chebyshev,Testmap_weighted_100,False,10,True
400,08062022_Testmap_weighted_25_diagonal_None_0,0.21,50,37,15333,51,None,Testmap_weighted_25,True,10,True
401,08062022_Testmap_weighted_25_diagonal_None_1,0.13,47,19,6345,48,None,Testmap_weighted_25,True,10,True
402,08062022_Testmap_weighted_25_diagonal_None_2,0.14,50,21,3367,51,None,Testmap_weighted_25,True,10,True
403,08062022_Testmap_weighted_25_diagonal_None_3,0.11,39,7,3288,40,None,Testmap_weighted_25,True,10,True
404,08062022_Testmap_weighted_25_diagonal_None_4,0.11,37,18,12369,38,None,Testmap_weighted_25,True,10,True
405,08062022_Testmap_weighted_25_diagonal_None_5,0.18,60,38,9600,61,None,Testmap_weighted_25,True,10,True
406,08062022_Testmap_weighted_25_diagonal_None_6,0.19,62,48,18685,63,None,Testmap_weighted_25,True,10,True
407,08062022_Testmap_weighted_25_diagonal_None_7,0.1,35,29,6390,36,None,Testmap_weighted_25,True,10,True
408,08062022_Testmap_weighted_25_diagonal_None_8,0.1,37,23,6293,38,None,Testmap_weighted_25,True,10,True
409,08062022_Testmap_weighted_25_diagonal_None_9,0.1,32,18,12309,33,None,Testmap_weighted_25,True,10,True
410,08062022_Testmap_weighted_25_diagonal_Manhattan_0,0.27,100,47,7069,101,Manhattan,Testmap_weighted_25,True,10,True
411,08062022_Testmap_weighted_25_diagonal_Manhattan_1,0.12,46,18,3309,47,Manhattan,Testmap_weighted_25,True,10,True
412,08062022_Testmap_weighted_25_diagonal_Manhattan_2,0.23,73,58,6648,74,Manhattan,Testmap_weighted_25,True,10,True
413,08062022_Testmap_weighted_25_diagonal_Manhattan_3,0.08,27,9,9128,28,Manhattan,Testmap_weighted_25,True,10,True
414,08062022_Testmap_weighted_25_diagonal_Manhattan_4,0.11,39,14,9190,40,Manhattan,Testmap_weighted_25,True,10,True
415,08062022_Testmap_weighted_25_diagonal_Manhattan_5,0.2,65,27,3613,66,Manhattan,Testmap_weighted_25,True,10,True
416,08062022_Testmap_weighted_25_diagonal_Manhattan_6,0.18,62,45,9493,63,Manhattan,Testmap_weighted_25,True,10,True
417,08062022_Testmap_weighted_25_diagonal_Manhattan_7,0.14,50,1,3327,51,Manhattan,Testmap_weighted_25,True,10,True
418,08062022_Testmap_weighted_25_diagonal_Manhattan_8,0.14,52,26,6340,53,Manhattan,Testmap_weighted_25,True,10,True
419,08062022_Testmap_weighted_25_diagonal_Manhattan_9,0.12,43,30,9349,44,Manhattan,Testmap_weighted_25,True,10,True
420,08062022_Testmap_weighted_25_diagonal_Euclidean_0,0.35,123,76,4354,124,Euclidean,Testmap_weighted_25,True,10,True
421,08062022_Testmap_weighted_25_diagonal_Euclidean_1,0.13,44,21,3412,45,Euclidean,Testmap_weighted_25,True,10,True
422,08062022_Testmap_weighted_25_diagonal_Euclidean_2,0.11,38,25,9257,39,Euclidean,Testmap_weighted_25,True,10,True
423,08062022_Testmap_weighted_25_diagonal_Euclidean_3,0.1,35,21,6521,36,Euclidean,Testmap_weighted_25,True,10,True
424,08062022_Testmap_weighted_25_diagonal_Euclidean_4,0.13,47,38,6353,48,Euclidean,Testmap_weighted_25,True,10,True
425,08062022_Testmap_weighted_25_diagonal_Euclidean_5,0.12,38,36,30291,39,Euclidean,Testmap_weighted_25,True,10,True
426,08062022_Testmap_weighted_25_diagonal_Euclidean_6,0.11,43,17,3378,44,Euclidean,Testmap_weighted_25,True,10,True
427,08062022_Testmap_weighted_25_diagonal_Euclidean_7,0.14,52,36,12429,53,Euclidean,Testmap_weighted_25,True,10,True
428,08062022_Testmap_weighted_25_diagonal_Euclidean_8,0.15,54,30,6730,55,Euclidean,Testmap_weighted_25,True,10,True
429,08062022_Testmap_weighted_25_diagonal_Euclidean_9,0.19,73,24,3686,74,Euclidean,Testmap_weighted_25,True,10,True
430,08062022_Testmap_weighted_25_diagonal_Chebyshev_0,0.22,74,56,30657,75,Chebyshev,Testmap_weighted_25,True,10,True
431,08062022_Testmap_weighted_25_diagonal_Chebyshev_1,0.33,117,84,13099,118,Chebyshev,Testmap_weighted_25,True,10,True
432,08062022_Testmap_weighted_25_diagonal_Chebyshev_2,0.15,52,25,12456,53,Chebyshev,Testmap_weighted_25,True,10,True
433,08062022_Testmap_weighted_25_diagonal_Chebyshev_3,0.11,39,15,18251,40,Chebyshev,Testmap_weighted_25,True,10,True
434,08062022_Testmap_weighted_25_diagonal_Chebyshev_4,0.1,36,18,6274,37,Chebyshev,Testmap_weighted_25,True,10,True
435,08062022_Testmap_weighted_25_diagonal_Chebyshev_5,0.22,79,59,16023,80,Chebyshev,Testmap_weighted_25,True,10,True
436,08062022_Testmap_weighted_25_diagonal_Chebyshev_6,0.16,58,30,9625,59,Chebyshev,Testmap_weighted_25,True,10,True
437,08062022_Testmap_weighted_25_diagonal_Chebyshev_7,0.28,96,69,15587,97,Chebyshev,Testmap_weighted_25,True,10,True
438,08062022_Testmap_weighted_25_diagonal_Chebyshev_8,0.13,46,33,6402,47,Chebyshev,Testmap_weighted_25,True,10,True
439,08062022_Testmap_weighted_25_diagonal_Chebyshev_9,0.09,30,24,9284,31,Chebyshev,Testmap_weighted_25,True,10,True
440,08062022_Testmap_weighted_25_no_diagonal_None_0,0.12,46,33,15403,47,None,Testmap_weighted_25,False,10,True
441,08062022_Testmap_weighted_25_no_diagonal_None_1,0.14,54,31,6374,55,None,Testmap_weighted_25,False,10,True
442,08062022_Testmap_weighted_25_no_diagonal_None_2,0.21,76,49,12531,77,None,Testmap_weighted_25,False,10,True
443,08062022_Testmap_weighted_25_no_diagonal_None_3,0.43,154,72,4546,155,None,Testmap_weighted_25,False,10,True
444,08062022_Testmap_weighted_25_no_diagonal_None_4,0.24,84,79,6737,85,None,Testmap_weighted_25,False,10,True
445,08062022_Testmap_weighted_25_no_diagonal_None_5,0.14,52,17,6389,53,None,Testmap_weighted_25,False,10,True
446,08062022_Testmap_weighted_25_no_diagonal_None_6,0.11,40,26,12226,41,None,Testmap_weighted_25,False,10,True
447,08062022_Testmap_weighted_25_no_diagonal_None_7,0.32,122,74,22514,123,None,Testmap_weighted_25,False,10,True
448,08062022_Testmap_weighted_25_no_diagonal_None_8,0.57,72,34,15455,73,None,Testmap_weighted_25,False,10,True
449,08062022_Testmap_weighted_25_no_diagonal_None_9,5.27,66,52,21433,67,None,Testmap_weighted_25,False,10,True
450,08062022_Testmap_weighted_25_no_diagonal_Manhattan_0,39.09,102,59,7061,103,Manhattan,Testmap_weighted_25,False,10,True
451,08062022_Testmap_weighted_25_no_diagonal_Manhattan_1,4.76,328,194,26901,329,Manhattan,Testmap_weighted_25,False,10,True
452,08062022_Testmap_weighted_25_no_diagonal_Manhattan_2,0.29,76,38,6656,77,Manhattan,Testmap_weighted_25,False,10,True
453,08062022_Testmap_weighted_25_no_diagonal_Manhattan_3,0.13,44,30,6436,45,Manhattan,Testmap_weighted_25,False,10,True
454,08062022_Testmap_weighted_25_no_diagonal_Manhattan_4,0.15,52,20,6355,53,Manhattan,Testmap_weighted_25,False,10,True
455,08062022_Testmap_weighted_25_no_diagonal_Manhattan_5,0.26,94,35,12866,95,Manhattan,Testmap_weighted_25,False,10,True
456,08062022_Testmap_weighted_25_no_diagonal_Manhattan_6,0.23,74,44,4225,75,Manhattan,Testmap_weighted_25,False,10,True
457,08062022_Testmap_weighted_25_no_diagonal_Manhattan_7,0.21,66,37,6824,67,Manhattan,Testmap_weighted_25,False,10,True
458,08062022_Testmap_weighted_25_no_diagonal_Manhattan_8,0.18,66,38,9646,67,Manhattan,Testmap_weighted_25,False,10,True
459,08062022_Testmap_weighted_25_no_diagonal_Manhattan_9,0.15,54,26,9307,55,Manhattan,Testmap_weighted_25,False,10,True
460,08062022_Testmap_weighted_25_no_diagonal_Euclidean_0,0.21,74,60,12656,75,Euclidean,Testmap_weighted_25,False,10,True
461,08062022_Testmap_weighted_25_no_diagonal_Euclidean_1,0.24,92,26,6720,93,Euclidean,Testmap_weighted_25,False,10,True
462,08062022_Testmap_weighted_25_no_diagonal_Euclidean_2,0.26,94,65,13060,95,Euclidean,Testmap_weighted_25,False,10,True
463,08062022_Testmap_weighted_25_no_diagonal_Euclidean_3,0.15,52,35,6430,53,Euclidean,Testmap_weighted_25,False,10,True
464,08062022_Testmap_weighted_25_no_diagonal_Euclidean_4,0.17,62,36,6744,63,Euclidean,Testmap_weighted_25,False,10,True
465,08062022_Testmap_weighted_25_no_diagonal_Euclidean_5,0.17,62,45,9466,63,Euclidean,Testmap_weighted_25,False,10,True
466,08062022_Testmap_weighted_25_no_diagonal_Euclidean_6,0.28,96,38,6742,97,Euclidean,Testmap_weighted_25,False,10,True
467,08062022_Testmap_weighted_25_no_diagonal_Euclidean_7,0.17,60,19,6436,61,Euclidean,Testmap_weighted_25,False,10,True
468,08062022_Testmap_weighted_25_no_diagonal_Euclidean_8,0.11,40,25,9247,41,Euclidean,Testmap_weighted_25,False,10,True
469,08062022_Testmap_weighted_25_no_diagonal_Euclidean_9,0.14,52,21,9251,53,Euclidean,Testmap_weighted_25,False,10,True
470,08062022_Testmap_weighted_25_no_diagonal_Chebyshev_0,0.18,66,34,9445,67,Chebyshev,Testmap_weighted_25,False,10,True
471,08062022_Testmap_weighted_25_no_diagonal_Chebyshev_1,0.16,60,33,3423,61,Chebyshev,Testmap_weighted_25,False,10,True
472,08062022_Testmap_weighted_25_no_diagonal_Chebyshev_2,0.14,52,31,6344,53,Chebyshev,Testmap_weighted_25,False,10,True
473,08062022_Testmap_weighted_25_no_diagonal_Chebyshev_3,0.16,58,35,9409,59,Chebyshev,Testmap_weighted_25,False,10,True
474,08062022_Testmap_weighted_25_no_diagonal_Chebyshev_4,0.14,52,23,21328,53,Chebyshev,Testmap_weighted_25,False,10,True
475,08062022_Testmap_weighted_25_no_diagonal_Chebyshev_5,0.16,52,28,15287,53,Chebyshev,Testmap_weighted_25,False,10,True
476,08062022_Testmap_weighted_25_no_diagonal_Chebyshev_6,0.32,112,80,9929,113,Chebyshev,Testmap_weighted_25,False,10,True
477,08062022_Testmap_weighted_25_no_diagonal_Chebyshev_7,0.25,88,45,12718,89,Chebyshev,Testmap_weighted_25,False,10,True
478,08062022_Testmap_weighted_25_no_diagonal_Chebyshev_8,0.25,70,44,6895,71,Chebyshev,Testmap_weighted_25,False,10,True
479,08062022_Testmap_weighted_25_no_diagonal_Chebyshev_9,0.29,80,41,3677,81,Chebyshev,Testmap_weighted_25,False,10,True
480,08062022_Testmap_weighted_50_diagonal_None_0,0.49,81,81,586,82,None,Testmap_weighted_50,True,10,False
481,08062022_Testmap_weighted_50_diagonal_None_1,0.57,83,83,588,84,None,Testmap_weighted_50,True,10,False
482,08062022_Testmap_weighted_50_diagonal_None_2,0.56,84,84,3618,85,None,Testmap_weighted_50,True,10,False
483,08062022_Testmap_weighted_50_diagonal_None_3,0.54,87,87,811,88,None,Testmap_weighted_50,True,10,False
484,08062022_Testmap_weighted_50_diagonal_None_4,0.53,82,82,712,83,None,Testmap_weighted_50,True,10,False
485,08062022_Testmap_weighted_50_diagonal_None_5,0.52,88,88,601,89,None,Testmap_weighted_50,True,10,False
486,08062022_Testmap_weighted_50_diagonal_None_6,0.79,80,80,3590,81,None,Testmap_weighted_50,True,10,False
487,08062022_Testmap_weighted_50_diagonal_None_7,0.46,81,81,586,82,None,Testmap_weighted_50,True,10,False
488,08062022_Testmap_weighted_50_diagonal_None_8,0.47,73,73,595,74,None,Testmap_weighted_50,True,10,False
489,08062022_Testmap_weighted_50_diagonal_None_9,0.58,78,78,735,79,None,Testmap_weighted_50,True,10,False
490,08062022_Testmap_weighted_50_diagonal_Manhattan_0,0.46,81,81,588,82,Manhattan,Testmap_weighted_50,True,10,False
491,08062022_Testmap_weighted_50_diagonal_Manhattan_1,0.4,71,71,3542,72,Manhattan,Testmap_weighted_50,True,10,False
492,08062022_Testmap_weighted_50_diagonal_Manhattan_2,0.47,76,76,3695,77,Manhattan,Testmap_weighted_50,True,10,False
493,08062022_Testmap_weighted_50_diagonal_Manhattan_3,0.55,83,83,712,84,Manhattan,Testmap_weighted_50,True,10,False
494,08062022_Testmap_weighted_50_diagonal_Manhattan_4,0.58,87,87,626,88,Manhattan,Testmap_weighted_50,True,10,False
495,08062022_Testmap_weighted_50_diagonal_Manhattan_5,0.43,66,66,3546,67,Manhattan,Testmap_weighted_50,True,10,False
496,08062022_Testmap_weighted_50_diagonal_Manhattan_6,0.6,84,84,4006,85,Manhattan,Testmap_weighted_50,True,10,False
497,08062022_Testmap_weighted_50_diagonal_Manhattan_7,0.61,96,96,706,97,Manhattan,Testmap_weighted_50,True,10,False
498,08062022_Testmap_weighted_50_diagonal_Manhattan_8,0.49,83,83,604,84,Manhattan,Testmap_weighted_50,True,10,False
499,08062022_Testmap_weighted_50_diagonal_Manhattan_9,0.64,108,108,4023,109,Manhattan,Testmap_weighted_50,True,10,False
500,08062022_Testmap_weighted_50_diagonal_Euclidean_0,0.54,81,81,614,82,Euclidean,Testmap_weighted_50,True,10,False
501,08062022_Testmap_weighted_50_diagonal_Euclidean_1,0.65,100,100,924,101,Euclidean,Testmap_weighted_50,True,10,False
502,08062022_Testmap_weighted_50_diagonal_Euclidean_2,0.44,74,74,602,75,Euclidean,Testmap_weighted_50,True,10,False
503,08062022_Testmap_weighted_50_diagonal_Euclidean_3,0.47,79,79,631,80,Euclidean,Testmap_weighted_50,True,10,False
504,08062022_Testmap_weighted_50_diagonal_Euclidean_4,0.55,81,81,588,82,Euclidean,Testmap_weighted_50,True,10,False
505,08062022_Testmap_weighted_50_diagonal_Euclidean_5,0.43,74,74,12531,75,Euclidean,Testmap_weighted_50,True,10,False
506,08062022_Testmap_weighted_50_diagonal_Euclidean_6,0.59,85,85,847,86,Euclidean,Testmap_weighted_50,True,10,False
507,08062022_Testmap_weighted_50_diagonal_Euclidean_7,0.45,73,73,595,74,Euclidean,Testmap_weighted_50,True,10,False
508,08062022_Testmap_weighted_50_diagonal_Euclidean_8,0.78,83,83,3635,84,Euclidean,Testmap_weighted_50,True,10,False
509,08062022_Testmap_weighted_50_diagonal_Euclidean_9,0.59,89,89,847,90,Euclidean,Testmap_weighted_50,True,10,False
510,08062022_Testmap_weighted_50_diagonal_Chebyshev_0,0.44,67,67,3503,68,Chebyshev,Testmap_weighted_50,True,10,False
511,08062022_Testmap_weighted_50_diagonal_Chebyshev_1,0.67,110,110,834,111,Chebyshev,Testmap_weighted_50,True,10,False
512,08062022_Testmap_weighted_50_diagonal_Chebyshev_2,0.47,75,75,611,76,Chebyshev,Testmap_weighted_50,True,10,False
513,08062022_Testmap_weighted_50_diagonal_Chebyshev_3,0.62,75,75,3612,76,Chebyshev,Testmap_weighted_50,True,10,False
514,08062022_Testmap_weighted_50_diagonal_Chebyshev_4,0.52,82,82,684,83,Chebyshev,Testmap_weighted_50,True,10,False
515,08062022_Testmap_weighted_50_diagonal_Chebyshev_5,0.56,88,88,621,89,Chebyshev,Testmap_weighted_50,True,10,False
516,08062022_Testmap_weighted_50_diagonal_Chebyshev_6,0.42,70,70,3585,71,Chebyshev,Testmap_weighted_50,True,10,False
517,08062022_Testmap_weighted_50_diagonal_Chebyshev_7,0.52,82,82,587,83,Chebyshev,Testmap_weighted_50,True,10,False
518,08062022_Testmap_weighted_50_diagonal_Chebyshev_8,0.49,88,88,621,89,Chebyshev,Testmap_weighted_50,True,10,False
