,name,time_elapsed,total_iteration,a_star_executions,total_cost,path_length,heuristic,map
326,05062022_Testmap_weighted_25_Euclidean_26,0.14,38,6,6180,39,Euclidean,Testmap_weighted_25
327,05062022_Testmap_weighted_25_Euclidean_27,0.23,60,44,6515,61,Euclidean,Testmap_weighted_25
328,05062022_Testmap_weighted_25_Euclidean_28,0.25,73,27,9809,74,Euclidean,Testmap_weighted_25
329,05062022_Testmap_weighted_25_Euclidean_29,0.11,39,17,6423,40,Euclidean,Testmap_weighted_25
330,05062022_Testmap_weighted_25_Chebyshev_0,0.34,104,49,12955,105,Chebyshev,Testmap_weighted_25
331,05062022_Testmap_weighted_25_Chebyshev_1,0.27,91,30,3935,92,Chebyshev,Testmap_weighted_25
332,05062022_Testmap_weighted_25_Chebyshev_2,0.1,28,20,12154,29,Chebyshev,Testmap_weighted_25
333,05062022_Testmap_weighted_25_Chebyshev_3,0.26,92,55,21832,93,Chebyshev,Testmap_weighted_25
334,05062022_Testmap_weighted_25_Chebyshev_4,0.11,41,21,3298,42,Chebyshev,Testmap_weighted_25
335,05062022_Testmap_weighted_25_Chebyshev_5,0.1,37,34,9218,38,Chebyshev,Testmap_weighted_25
336,05062022_Testmap_weighted_25_Chebyshev_6,0.11,42,30,9281,43,Chebyshev,Testmap_weighted_25
337,05062022_Testmap_weighted_25_Chebyshev_7,0.14,50,24,15263,51,Chebyshev,Testmap_weighted_25
338,05062022_Testmap_weighted_25_Chebyshev_8,0.1,38,23,6603,39,Chebyshev,Testmap_weighted_25
339,05062022_Testmap_weighted_25_Chebyshev_9,0.22,69,50,18616,70,Chebyshev,Testmap_weighted_25
340,05062022_Testmap_weighted_25_Chebyshev_10,0.09,34,9,6264,35,Chebyshev,Testmap_weighted_25
341,05062022_Testmap_weighted_25_Chebyshev_11,0.13,50,28,12334,51,Chebyshev,Testmap_weighted_25
342,05062022_Testmap_weighted_25_Chebyshev_12,0.11,40,11,6290,41,Chebyshev,Testmap_weighted_25
343,05062022_Testmap_weighted_25_Chebyshev_13,0.35,105,49,12894,106,Chebyshev,Testmap_weighted_25
344,05062022_Testmap_weighted_25_Chebyshev_14,0.18,53,33,9745,54,Chebyshev,Testmap_weighted_25
345,05062022_Testmap_weighted_25_Chebyshev_15,0.15,50,27,6376,51,Chebyshev,Testmap_weighted_25
346,05062022_Testmap_weighted_25_Chebyshev_16,0.27,87,53,12641,88,Chebyshev,Testmap_weighted_25
347,05062022_Testmap_weighted_25_Chebyshev_17,0.15,53,29,9510,54,Chebyshev,Testmap_weighted_25
348,05062022_Testmap_weighted_25_Chebyshev_18,0.24,75,54,6934,76,Chebyshev,Testmap_weighted_25
349,05062022_Testmap_weighted_25_Chebyshev_19,0.11,39,25,9300,40,Chebyshev,Testmap_weighted_25
350,05062022_Testmap_weighted_25_Chebyshev_20,0.11,41,10,6299,42,Chebyshev,Testmap_weighted_25
351,05062022_Testmap_weighted_25_Chebyshev_21,0.15,57,12,9458,58,Chebyshev,Testmap_weighted_25
352,05062022_Testmap_weighted_25_Chebyshev_22,0.33,128,43,7251,129,Chebyshev,Testmap_weighted_25
353,05062022_Testmap_weighted_25_Chebyshev_23,0.1,34,18,6248,35,Chebyshev,Testmap_weighted_25
354,05062022_Testmap_weighted_25_Chebyshev_24,0.12,45,32,6433,46,Chebyshev,Testmap_weighted_25
355,05062022_Testmap_weighted_25_Chebyshev_25,0.16,53,24,3310,54,Chebyshev,Testmap_weighted_25
356,05062022_Testmap_weighted_25_Chebyshev_26,0.2,68,35,6754,69,Chebyshev,Testmap_weighted_25
357,05062022_Testmap_weighted_25_Chebyshev_27,0.11,37,21,12538,38,Chebyshev,Testmap_weighted_25
358,05062022_Testmap_weighted_25_Chebyshev_28,0.11,41,24,6235,42,Chebyshev,Testmap_weighted_25
359,05062022_Testmap_weighted_25_Chebyshev_29,0.1,36,21,6536,37,Chebyshev,Testmap_weighted_25
