,name,time_elapsed,total_iteration,a_star_executions,total_cost,path_length,heuristic,map
305,05062022_Testmap_weighted_25_Euclidean_5,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
306,05062022_Testmap_weighted_25_Euclidean_6,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
307,05062022_Testmap_weighted_25_Euclidean_7,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
308,05062022_Testmap_weighted_25_Euclidean_8,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
309,05062022_Testmap_weighted_25_Euclidean_9,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
310,05062022_Testmap_weighted_25_Euclidean_10,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
311,05062022_Testmap_weighted_25_Euclidean_11,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
312,05062022_Testmap_weighted_25_Euclidean_12,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
313,05062022_Testmap_weighted_25_Euclidean_13,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
314,05062022_Testmap_weighted_25_Euclidean_14,0.21,83,1,613,84,Euclidean,Testmap_weighted_25
315,05062022_Testmap_weighted_25_Euclidean_15,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
316,05062022_Testmap_weighted_25_Euclidean_16,0.21,83,1,613,84,Euclidean,Testmap_weighted_25
317,05062022_Testmap_weighted_25_Euclidean_17,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
318,05062022_Testmap_weighted_25_Euclidean_18,0.21,83,1,613,84,Euclidean,Testmap_weighted_25
319,05062022_Testmap_weighted_25_Euclidean_19,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
320,05062022_Testmap_weighted_25_Euclidean_20,0.21,83,1,613,84,Euclidean,Testmap_weighted_25
321,05062022_Testmap_weighted_25_Euclidean_21,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
322,05062022_Testmap_weighted_25_Euclidean_22,0.21,83,1,613,84,Euclidean,Testmap_weighted_25
323,05062022_Testmap_weighted_25_Euclidean_23,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
324,05062022_Testmap_weighted_25_Euclidean_24,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
325,05062022_Testmap_weighted_25_Euclidean_25,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
326,05062022_Testmap_weighted_25_Euclidean_26,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
327,05062022_Testmap_weighted_25_Euclidean_27,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
328,05062022_Testmap_weighted_25_Euclidean_28,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
329,05062022_Testmap_weighted_25_Euclidean_29,0.22,83,1,613,84,Euclidean,Testmap_weighted_25
330,05062022_Testmap_weighted_25_Chebyshev_0,0.21,83,1,613,84,Chebyshev,Testmap_weighted_25
331,05062022_Testmap_weighted_25_Chebyshev_1,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
332,05062022_Testmap_weighted_25_Chebyshev_2,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
333,05062022_Testmap_weighted_25_Chebyshev_3,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
334,05062022_Testmap_weighted_25_Chebyshev_4,0.21,83,1,613,84,Chebyshev,Testmap_weighted_25
335,05062022_Testmap_weighted_25_Chebyshev_5,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
336,05062022_Testmap_weighted_25_Chebyshev_6,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
337,05062022_Testmap_weighted_25_Chebyshev_7,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
338,05062022_Testmap_weighted_25_Chebyshev_8,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
339,05062022_Testmap_weighted_25_Chebyshev_9,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
340,05062022_Testmap_weighted_25_Chebyshev_10,0.21,83,1,613,84,Chebyshev,Testmap_weighted_25
341,05062022_Testmap_weighted_25_Chebyshev_11,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
342,05062022_Testmap_weighted_25_Chebyshev_12,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
343,05062022_Testmap_weighted_25_Chebyshev_13,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
344,05062022_Testmap_weighted_25_Chebyshev_14,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
345,05062022_Testmap_weighted_25_Chebyshev_15,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
346,05062022_Testmap_weighted_25_Chebyshev_16,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
347,05062022_Testmap_weighted_25_Chebyshev_17,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
348,05062022_Testmap_weighted_25_Chebyshev_18,0.21,83,1,613,84,Chebyshev,Testmap_weighted_25
349,05062022_Testmap_weighted_25_Chebyshev_19,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
350,05062022_Testmap_weighted_25_Chebyshev_20,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
351,05062022_Testmap_weighted_25_Chebyshev_21,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
352,05062022_Testmap_weighted_25_Chebyshev_22,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
353,05062022_Testmap_weighted_25_Chebyshev_23,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
354,05062022_Testmap_weighted_25_Chebyshev_24,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
355,05062022_Testmap_weighted_25_Chebyshev_25,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
356,05062022_Testmap_weighted_25_Chebyshev_26,0.21,83,1,613,84,Chebyshev,Testmap_weighted_25
357,05062022_Testmap_weighted_25_Chebyshev_27,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
358,05062022_Testmap_weighted_25_Chebyshev_28,0.21,83,1,613,84,Chebyshev,Testmap_weighted_25
359,05062022_Testmap_weighted_25_Chebyshev_29,0.22,83,1,613,84,Chebyshev,Testmap_weighted_25
